trip_id,payment_type_id,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,congestion_surcharge,total_amount
1134,1.0,14.0,1.0,0.5,3.66,0.0,0.3,2.5,21.96
1135,1.0,7.5,3.5,0.5,2.95,0.0,0.3,2.5,14.75
1136,1.0,5.5,2.5,0.5,1.75,0.0,0.3,2.5,10.55
1137,1.0,5.0,0.5,0.5,1.76,0.0,0.3,2.5,10.56
1138,2.0,7.5,3.5,0.5,0.0,0.0,0.3,2.5,11.8
1139,1.0,4.5,0.5,0.5,0.83,0.0,0.3,2.5,9.13
1140,1.0,5.0,0.0,0.5,1.66,0.0,0.3,2.5,9.96
1141,1.0,9.5,3.5,0.5,3.45,0.0,0.3,2.5,17.25
1142,2.0,5.0,0.0,0.5,0.0,0.0,0.3,2.5,8.3
1143,1.0,12.5,0.0,0.5,3.95,0.0,0.3,2.5,19.75
1144,2.0,8.0,0.0,0.5,0.0,0.0,0.3,2.5,11.3
1145,2.0,5.5,0.0,0.5,0.0,0.0,0.3,2.5,8.8
1146,1.0,5.5,0.0,0.5,1.76,0.0,0.3,2.5,10.56
1147,1.0,4.5,3.0,0.5,1.0,0.0,0.3,2.5,9.3
1148,1.0,12.5,0.5,0.5,3.26,0.0,0.3,2.5,19.56
1149,1.0,6.0,0.0,0.5,1.36,0.0,0.3,0.0,8.16
1150,1.0,10.0,2.5,0.5,1.4,0.0,0.3,2.5,14.7
1151,1.0,16.5,0.0,0.5,3.96,0.0,0.3,2.5,23.76
1152,1.0,5.0,3.5,0.5,1.85,0.0,0.3,2.5,11.15
1153,2.0,9.0,2.5,0.5,0.0,0.0,0.3,2.5,12.3
1154,1.0,8.5,0.0,0.5,2.36,0.0,0.3,2.5,14.16
1155,1.0,7.0,2.5,0.5,2.05,0.0,0.3,2.5,12.35
1156,1.0,35.5,0.0,0.5,0.0,6.12,0.3,2.5,44.92
1157,1.0,5.5,2.5,0.5,1.75,0.0,0.3,2.5,10.55
1158,1.0,5.0,0.0,0.5,2.49,0.0,0.3,2.5,10.79
1159,1.0,6.0,3.0,0.5,1.0,0.0,0.3,2.5,10.8
1160,1.0,5.5,0.0,0.5,0.88,0.0,0.3,2.5,9.68
1161,1.0,5.0,3.5,0.5,0.93,0.0,0.3,2.5,10.23
1162,1.0,6.5,1.0,0.5,2.16,0.0,0.3,2.5,12.96
1163,1.0,5.0,0.0,0.5,1.24,0.0,0.3,2.5,9.54
1164,2.0,4.0,0.0,0.5,0.0,0.0,0.3,2.5,7.3
1165,1.0,12.5,3.5,0.5,2.52,0.0,0.3,2.5,19.32
1166,1.0,13.5,0.5,0.5,3.46,0.0,0.3,2.5,20.76
1167,1.0,11.0,0.5,0.5,2.0,0.0,0.3,2.5,16.8
1168,2.0,3.5,0.5,0.5,0.0,0.0,0.3,0.0,4.8
1169,1.0,8.5,0.0,0.5,2.0,0.0,0.3,2.5,13.8
1170,2.0,6.5,3.5,0.5,0.0,0.0,0.3,2.5,10.8
1171,2.0,5.5,2.5,0.5,0.0,0.0,0.3,2.5,8.8
1172,1.0,7.5,0.5,0.5,2.26,0.0,0.3,2.5,13.56
1173,1.0,8.0,0.0,0.5,2.26,0.0,0.3,2.5,13.56
1174,1.0,5.5,0.5,0.5,2.32,0.0,0.3,2.5,11.62
1175,2.0,6.0,0.5,0.5,0.0,0.0,0.3,2.5,9.8
1176,1.0,8.0,0.5,0.5,2.36,0.0,0.3,2.5,14.16
1177,1.0,5.5,2.5,0.5,0.88,0.0,0.3,2.5,9.68
1178,1.0,98.0,0.0,0.0,29.0,17.87,0.3,0.0,145.17
1179,2.0,29.0,0.5,0.5,0.0,0.0,0.3,2.5,32.8
1180,2.0,6.5,0.5,0.5,0.0,0.0,0.3,2.5,10.3
1181,2.0,6.0,3.5,0.5,0.0,0.0,0.3,2.5,10.3
1182,1.0,15.0,3.0,0.5,3.38,0.0,0.3,2.5,22.18
1183,1.0,8.0,0.0,0.5,2.26,0.0,0.3,2.5,13.56
1184,1.0,5.5,0.0,0.5,1.0,0.0,0.3,2.5,9.8
1185,1.0,6.5,0.0,0.5,1.28,0.0,0.3,2.5,11.08
1186,1.0,12.5,2.5,0.5,0.79,0.0,0.3,2.5,16.59
1187,2.0,10.5,1.0,0.5,0.0,0.0,0.3,2.5,14.8
1188,1.0,32.0,0.0,0.5,8.28,6.12,0.3,2.5,49.7
1189,1.0,11.5,0.0,0.5,2.96,0.0,0.3,2.5,17.76
1190,3.0,-16.5,0.0,-0.5,0.0,0.0,-0.3,-2.5,-19.8
1191,1.0,11.5,1.0,0.5,2.37,0.0,0.3,2.5,18.17
1192,1.0,7.5,0.0,0.5,2.16,0.0,0.3,2.5,12.96
1193,2.0,8.0,0.5,0.5,0.0,0.0,0.3,2.5,11.8
1194,2.0,13.0,0.5,0.5,0.0,0.0,0.3,2.5,16.8
1195,1.0,19.5,0.0,0.5,1.14,0.0,0.3,2.5,23.94
1196,1.0,39.0,0.0,0.5,7.96,0.0,0.3,0.0,47.76
1197,1.0,6.5,2.5,0.5,2.45,0.0,0.3,2.5,12.25
1198,2.0,8.0,3.0,0.5,0.0,0.0,0.3,2.5,11.8
1199,1.0,10.0,1.0,0.5,2.86,0.0,0.3,2.5,17.16
1200,1.0,6.0,0.5,0.5,1.96,0.0,0.3,2.5,11.76
1201,3.0,-2.5,0.0,-0.5,0.0,0.0,-0.3,-2.5,-5.8
1202,1.0,23.5,0.5,0.5,6.68,6.12,0.3,2.5,40.1
1203,1.0,5.0,3.5,0.5,1.7,0.0,0.3,2.5,11.0
1204,2.0,3.5,2.5,0.5,0.0,0.0,0.3,2.5,6.8
1205,1.0,5.0,2.5,0.5,1.65,0.0,0.3,2.5,9.95
1206,1.0,29.5,2.5,0.5,11.65,6.12,0.3,2.5,50.57
1207,2.0,6.5,2.5,0.5,0.0,0.0,0.3,2.5,9.8
1208,1.0,63.0,0.0,0.0,10.0,0.0,0.3,0.0,73.3
1209,2.0,11.5,0.0,0.5,0.0,0.0,0.3,2.5,14.8
1210,1.0,6.5,0.5,0.5,2.06,0.0,0.3,2.5,12.36
1211,1.0,6.5,0.5,0.5,1.7,0.0,0.3,2.5,12.0
1212,1.0,10.5,2.5,0.5,2.75,0.0,0.3,2.5,16.55
1213,1.0,20.5,3.0,0.5,4.85,0.0,0.3,2.5,29.15
1214,1.0,5.5,0.5,0.5,1.86,0.0,0.3,2.5,11.16
1215,1.0,8.0,1.0,0.5,1.84,0.0,0.3,2.5,14.14
1216,1.0,14.5,0.0,0.5,2.0,0.0,0.3,2.5,19.8
1217,1.0,5.5,2.5,0.5,1.75,0.0,0.3,2.5,10.55
1218,2.0,11.0,1.0,0.5,0.0,0.0,0.3,2.5,15.3
1219,2.0,6.5,0.0,0.5,0.0,0.0,0.3,2.5,9.8
1220,1.0,7.0,0.0,0.5,1.56,0.0,0.3,0.0,9.36
1221,1.0,5.5,0.5,0.5,2.33,0.0,0.3,2.5,11.63
1222,1.0,8.5,0.0,0.5,2.36,0.0,0.3,2.5,14.16
1223,2.0,7.5,2.5,0.5,0.0,0.0,0.3,2.5,10.8
1224,2.0,29.0,0.0,0.5,0.0,0.0,0.3,0.0,29.8
1225,1.0,14.0,0.5,0.5,3.56,0.0,0.3,2.5,21.36
1226,2.0,5.0,0.0,0.5,0.0,0.0,0.3,2.5,8.3
1227,1.0,26.5,0.0,0.5,7.18,6.12,0.3,2.5,43.1
1228,2.0,4.5,0.5,0.5,0.0,0.0,0.3,2.5,8.3
1229,1.0,8.0,3.5,0.5,2.45,0.0,0.3,2.5,14.75
1230,1.0,4.0,0.5,0.5,1.17,0.0,0.3,2.5,8.97
1231,1.0,5.0,0.0,0.5,1.66,0.0,0.3,2.5,9.96
1232,1.0,8.5,0.0,0.5,2.36,0.0,0.3,2.5,14.16
1233,1.0,5.0,2.5,0.5,1.65,0.0,0.3,2.5,9.95
1234,1.0,19.5,0.0,0.5,0.0,0.0,0.3,2.5,22.8
1235,1.0,27.0,2.5,0.5,5.0,6.12,0.3,2.5,41.42
1236,1.0,14.5,0.0,0.5,3.56,0.0,0.3,2.5,21.36
1237,1.0,52.5,1.0,0.5,10.86,0.0,0.3,0.0,65.16
1238,1.0,3.5,3.5,0.5,1.55,0.0,0.3,2.5,9.35
1239,1.0,12.0,3.0,0.5,3.16,0.0,0.3,2.5,18.96
1240,2.0,5.0,0.0,0.5,0.0,0.0,0.3,2.5,8.3
1241,1.0,5.5,0.0,0.5,1.76,0.0,0.3,2.5,10.56
1242,1.0,11.5,0.5,0.5,3.06,0.0,0.3,2.5,18.36
1243,1.0,5.5,0.5,0.5,1.86,0.0,0.3,2.5,11.16
1244,1.0,16.5,3.5,0.5,2.25,0.0,0.3,2.5,23.05
1245,1.0,17.0,2.5,0.5,5.05,0.0,0.3,2.5,25.35
1246,1.0,6.5,2.5,0.5,3.0,0.0,0.3,2.5,12.8
1247,1.0,6.0,0.0,0.5,1.0,0.0,0.3,2.5,10.3
1248,2.0,11.5,0.0,0.5,0.0,0.0,0.3,2.5,14.8
1249,1.0,11.5,2.5,0.5,2.0,0.0,0.3,2.5,16.8
1250,1.0,10.5,0.0,0.5,2.76,0.0,0.3,2.5,16.56
1251,2.0,9.0,1.0,0.5,0.0,0.0,0.3,2.5,13.3
1252,1.0,7.5,0.5,0.5,1.0,0.0,0.3,2.5,12.3
1253,1.0,11.5,1.0,0.5,2.84,0.0,0.3,2.5,18.64
1254,1.0,5.0,2.5,0.5,1.65,0.0,0.3,2.5,9.95
1255,1.0,4.5,2.5,0.5,1.55,0.0,0.3,2.5,9.35
1256,1.0,11.0,1.0,0.5,3.82,0.0,0.3,2.5,19.12
1257,2.0,7.0,3.5,0.5,0.0,0.0,0.3,2.5,11.3
1258,1.0,10.5,3.0,0.5,2.85,0.0,0.3,2.5,17.15
1259,2.0,9.0,2.5,0.5,0.0,0.0,0.3,2.5,12.3
1260,2.0,4.5,1.0,0.5,0.0,0.0,0.3,0.0,6.3
1261,1.0,19.0,3.0,0.5,2.0,0.0,0.3,2.5,24.8
1262,2.0,11.5,0.5,0.5,0.0,0.0,0.3,2.5,15.3
1263,1.0,10.0,0.0,0.5,3.33,0.0,0.3,2.5,16.63
1264,1.0,8.0,0.0,0.5,2.26,0.0,0.3,2.5,13.56
1265,1.0,30.0,2.5,0.5,7.0,6.12,0.3,2.5,46.42
1266,2.0,5.5,0.0,0.5,0.0,0.0,0.3,2.5,8.8
1267,1.0,6.0,0.0,0.5,2.32,0.0,0.3,2.5,11.62
1268,1.0,18.0,0.0,0.5,4.26,0.0,0.3,2.5,25.56
1269,2.0,9.5,3.5,0.5,0.0,0.0,0.3,2.5,13.8
1270,1.0,7.0,0.0,0.5,1.5,0.0,0.3,2.5,11.8
1271,1.0,6.5,1.0,0.5,2.7,0.0,0.3,2.5,13.5
1272,1.0,7.5,0.0,0.5,2.16,0.0,0.3,2.5,12.96
1273,1.0,9.0,0.0,0.5,1.5,0.0,0.3,2.5,13.8
1274,1.0,7.5,0.0,0.5,1.62,0.0,0.3,2.5,12.42
1275,1.0,17.0,3.0,0.5,4.15,0.0,0.3,2.5,24.95
1276,1.0,11.5,0.5,0.5,3.06,0.0,0.3,2.5,18.36
1277,1.0,5.5,0.0,0.5,1.76,0.0,0.3,2.5,10.56
1278,1.0,13.0,2.5,0.5,1.5,0.0,0.3,2.5,17.8
1279,1.0,8.0,0.0,0.5,1.0,0.0,0.3,2.5,12.3
1280,1.0,11.0,2.5,0.5,2.85,0.0,0.3,2.5,17.15
1281,1.0,10.5,0.0,0.5,2.76,0.0,0.3,2.5,16.56
1282,1.0,6.5,0.0,0.5,1.96,0.0,0.3,2.5,11.76
1283,1.0,10.0,0.5,0.5,2.07,0.0,0.3,2.5,15.87
1284,1.0,6.5,0.5,0.5,2.06,0.0,0.3,2.5,12.36
1285,2.0,8.5,3.0,0.5,0.0,0.0,0.3,2.5,12.3
1286,2.0,11.5,0.0,0.5,0.0,0.0,0.3,0.0,12.3
1287,2.0,11.0,0.5,0.5,0.0,0.0,0.3,2.5,14.8
1288,1.0,16.0,0.5,0.5,3.96,0.0,0.3,2.5,23.76
1289,1.0,12.0,3.5,0.5,1.0,0.0,0.3,2.5,17.3
1290,1.0,9.5,0.5,0.5,2.0,0.0,0.3,2.5,15.3
1291,2.0,4.5,0.0,0.5,0.0,0.0,0.3,2.5,7.8
1292,1.0,7.5,3.5,0.5,1.0,0.0,0.3,2.5,12.8
1293,1.0,14.5,0.0,0.5,2.0,0.0,0.3,2.5,19.8
1294,1.0,12.5,3.0,0.5,3.25,0.0,0.3,2.5,19.55
1295,1.0,25.5,1.0,0.5,6.65,6.12,0.3,0.0,40.07
1296,1.0,23.0,0.0,0.5,4.0,0.0,0.3,2.5,30.3
1297,1.0,9.0,1.0,0.5,2.66,0.0,0.3,2.5,15.96
1298,1.0,10.5,3.0,0.5,4.25,0.0,0.3,2.5,18.55
1299,2.0,52.0,2.5,0.5,0.0,6.12,0.3,2.5,61.42
1300,1.0,54.0,0.5,0.5,13.82,0.0,0.3,0.0,69.12
1301,2.0,5.5,0.5,0.5,0.0,0.0,0.3,2.5,9.3
