trip_id,location_id
1372,100
1373,249
1374,140
1375,238
1376,264
1377,237
1378,264
1379,143
1380,161
1381,158
1382,48
1383,164
1384,158
1385,161
1386,90
1387,158
1388,230
1389,161
1390,45
1391,107
1392,161
1393,230
1394,107
1395,161
1396,263
1397,237
1398,142
1399,239
1400,249
1401,237
1402,161
1403,234
1404,48
1405,230
1406,238
1407,113
1408,236
1409,246
1410,161
1411,65
1412,161
1413,151
1414,234
1415,186
1416,231
1417,114
1418,151
1419,132
1420,238
1421,107
1422,75
1423,138
1424,142
1425,249
1426,79
1427,13
1428,100
1429,170
1430,142
1431,152
1432,236
1433,263
1434,161
1435,239
1436,238
1437,88
1438,162
1439,148
1440,142
1441,238
1442,48
1443,48
1444,239
1445,231
1446,137
1447,234
1448,237
1449,144
1450,113
1451,246
1452,239
1453,158
1454,48
1455,50
1456,48
1457,230
1458,41
1459,161
1460,170
1461,48
1462,236
1463,161
1464,107
1465,239
1466,146
1467,137
1468,236
1469,238
1470,132
1471,186
1472,230
1473,148
1474,231
1475,158
1476,144
1477,262
1478,230
1479,237
1480,263
1481,140
1482,141
1483,148
1484,90
1485,68
1486,209
1487,114
1488,237
1489,162
1490,113
1491,186
1492,148
1493,170
1494,164
1495,140
1496,48
1497,161
1498,137
1499,151
1500,231
1501,79
1502,132
1503,113
1504,234
1505,161
1506,236
1507,144
1508,170
1509,237
1510,142
1511,142
1512,138
1513,68
1514,164
1515,141
1516,68
1517,162
1518,107
1519,237
1520,162
1521,100
1522,161
1523,162
1524,186
1525,138
1526,107
1527,163
1528,170
1529,87
1530,231
1531,132
1532,90
1533,88
1534,186
1535,127
1536,229
1537,4
1538,161
1539,142
1540,262
1541,234
1542,138
1543,138
1544,262
1545,261
1546,116
1547,74
1548,186
1549,236
1550,181
1551,68
1552,230
1553,161
1554,79
1555,142
1556,238
1557,170
1558,264
1559,229
1560,236
1561,48
1562,87
1563,186
1564,100
1565,237
1566,162
1567,144
1568,249
1569,231
1570,186
1571,158
1572,158
1573,226
1574,138
1575,161
1576,162
1577,140
1578,233
1579,100
1580,164
1581,68
1582,230
1583,246
1584,262
1585,100
1586,68
1587,75
1588,141
1589,162
1590,142
1591,246
1592,246
1593,132
1594,140
1595,239
1596,238
1597,100
1598,107
1599,107
1600,230
1601,262
1602,161
1603,164
1604,170
1605,125
1606,75
1607,239
1608,68
1609,229
1610,263
1611,90
1612,87
1613,33
1614,236
1615,161
1616,48
1617,114
1618,261
1619,237
1620,148
1621,162
1622,144
1623,231
1624,79
1625,186
1626,231
1627,170
1628,43
1629,48
1630,246
1631,264
1632,140
1633,230
1634,249
1635,230
1636,48
1637,236
1638,79
1639,116
1640,151
1641,230
1642,239
1643,90
1644,158
1645,68
1646,68
1647,100
1648,137
1649,48
1650,48
1651,163
1652,138
1653,246
1654,236
1655,88
1656,186
1657,68
1658,162
1659,162
1660,237
1661,161
1662,244
1663,113
1664,48
1665,43
1666,138
1667,114
1668,236
1669,230
1670,246
1671,234
1672,140
1673,239
1674,142
1675,238
1676,68
1677,114
1678,264
1679,132
1680,236
1681,13
1682,237
1683,50
1684,48
1685,142
1686,43
1687,79
1688,249
1689,79
1690,41
1691,100
1692,229
1693,162
1694,231
1695,229
1696,141
1697,7
1698,162
1699,161
1700,166
1701,75
1702,142
1703,151
1704,186
1705,164
1706,261
1707,186
1708,145
1709,262
1710,90
1711,234
1712,234
1713,141
1714,138
1715,231
1716,142
1717,186
1718,238
1719,234
1720,68
1721,158
1722,236
1723,132
1724,142
1725,161
1726,132
1727,231
1728,246
1729,138
1730,231
1731,137
1732,246
1733,140
1734,234
1735,65
1736,237
1737,142
1738,43
1739,113
1740,113
1741,132
1742,75
1743,68
1744,211
1745,163
1746,162
1747,239
1748,230
1749,75
1750,249
1751,143
1752,161
1753,232
1754,186
1755,88
1756,90
1757,249
1758,186
1759,162
1760,162
1761,138
1762,141
1763,100
1764,161
1765,239
1766,234
1767,230
1768,237
1769,264
1770,246
1771,186
1772,138
1773,137
1774,170
1775,234
1776,132
1777,107
1778,186
1779,246
1780,230
1781,170
1782,137
1783,249
1784,48
1785,90
1786,262
1787,234
1788,246
1789,211
1790,90
1791,113
1792,264
1793,79
1794,234
1795,132
1796,249
1797,239
1798,161
1799,237
1800,48
1801,88
1802,163
1803,162
1804,262
1805,236
1806,125
1807,230
1808,170
1809,140
1810,161
1811,68
1812,48
1813,262
1814,239
1815,238
1816,238
1817,145
1818,162
1819,142
1820,132
1821,170
1822,116
1823,236
1824,48
1825,138
1826,246
1827,229
1828,68
1829,140
1830,170
1831,236
1832,79
1833,90
1834,170
1835,230
1836,161
1837,236
1838,249
1839,142
1840,164
1841,161
1842,238
1843,234
1844,163
1845,230
1846,132
1847,43
1848,166
1849,234
1850,41
1851,230
1852,141
1853,142
1854,88
1855,249
1856,230
1857,164
1858,132
1859,142
1860,50
1861,162
1862,234
1863,87
1864,236
1865,262
1866,237
1867,231
1868,141
1869,74
1870,114
1871,79
1872,140
1873,170
1874,161
1875,143
1876,163
1877,246
1878,211
1879,48
1880,186
1881,114
1882,249
1883,164
1884,100
1885,143
1886,142
1887,236
1888,263
1889,238
1890,230
1891,230
1892,238
1893,48
1894,50
1895,48
1896,230
1897,231
1898,186
1899,107
1900,233
1901,170
1902,132
1903,163
1904,107
1905,249
1906,161
1907,249
1908,166
1909,42
1910,132
1911,143
1912,249
1913,90
1914,170
1915,137
1916,68
1917,137
1918,186
1919,238
1920,79
1921,138
1922,48
1923,237
1924,249
1925,224
1926,140
1927,231
1928,132
1929,107
1930,162
1931,229
1932,141
1933,239
1934,170
1935,137
1936,233
1937,107
1938,163
1939,238
1940,263
1941,236
1942,90
1943,90
1944,236
1945,234
1946,141
1947,264
1948,162
1949,142
1950,90
1951,161
1952,170
1953,79
1954,229
1955,234
1956,158
1957,132
1958,229
1959,234
1960,237
1961,236
1962,236
1963,238
1964,142
1965,90
1966,142
1967,68
1968,132
1969,170
1970,239
1971,162
1972,164
1973,50
1974,140
1975,161
1976,142
1977,158
1978,164
1979,264
1980,79
1981,79
1982,264
1983,231
1984,170
1985,142
1986,79
1987,186
1988,132
1989,68
1990,236
1991,237
1992,249
1993,162
1994,107
1995,79
1996,161
1997,236
1998,41
1999,68
2000,90
2001,137
2002,263
2003,239
2004,68
2005,236
2006,166
2007,249
2008,234
2009,246
2010,140
2011,186
2012,237
2013,137
2014,263
2015,161
2016,140
2017,170
2018,264
2019,114
2020,223
2021,236
2022,236
2023,170
2024,237
2025,48
2026,236
2027,231
2028,142
2029,90
2030,164
2031,132
2032,114
2033,68
2034,170
2035,161
2036,239
2037,231
2038,238
2039,262
2040,41
2041,114
2042,68
2043,262
2044,237
2045,239
2046,144
2047,239
2048,138
2049,161
2050,142
2051,100
2052,137
2053,237
2054,233
2055,48
2056,234
2057,236
2058,261
2059,142
2060,262
2061,90
2062,249
2063,186
2064,144
2065,230
2066,161
2067,162
2068,229
2069,138
2070,143
2071,239
2072,79
2073,230
2074,114
2075,142
2076,142
2077,236
2078,170
2079,264
2080,237
2081,138
2082,43
2083,143
2084,140
2085,107
2086,151
2087,142
2088,237
2089,161
2090,68
2091,263
2092,143
2093,234
2094,107
2095,264
2096,13
2097,144
2098,161
2099,249
2100,140
2101,239
2102,162
2103,141
2104,48
2105,238
2106,263
2107,4
2108,237
2109,143
2110,74
2111,170
2112,141
2113,236
2114,237
2115,162
2116,48
2117,236
2118,163
2119,163
2120,41
2121,75
2122,234
2123,107
2124,88
2125,186
2126,230
2127,164
2128,229
2129,142
2130,79
2131,249
2132,114
2133,162
2134,142
2135,143
2136,186
2137,162
2138,230
2139,163
2140,137
2141,231
2142,114
2143,79
2144,249
2145,161
2146,257
2147,237
2148,50
2149,237
2150,135
2151,239
2152,237
2153,142
2154,236
2155,148
2156,162
2157,239
2158,100
2159,164
2160,48
2161,230
2162,246
2163,90
2164,48
2165,132
2166,234
2167,137
2168,113
2169,234
2170,48
2171,236
2172,246
2173,186
2174,237
2175,68
2176,170
2177,209
2178,186
2179,113
2180,249
2181,148
2182,142
2183,143
2184,79
2185,140
2186,230
2187,24
2188,233
2189,141
2190,48
2191,138
2192,230
2193,162
2194,43
2195,161
2196,144
2197,262
2198,229
2199,132
2200,205
2201,249
2202,13
2203,65
2204,161
2205,211
2206,236
2207,246
2208,236
2209,100
2210,113
2211,140
2212,244
2213,249
2214,107
2215,142
2216,246
2217,68
2218,170
2219,170
2220,138
2221,263
2222,164
2223,75
2224,233
2225,237
2226,142
2227,231
2228,48
2229,113
2230,141
2231,42
2232,75
2233,162
2234,262
2235,186
2236,142
2237,237
2238,186
2239,246
2240,186
2241,237
2242,132
2243,231
2244,79
2245,229
2246,186
2247,114
2248,186
2249,237
2250,162
2251,144
2252,113
2253,186
2254,237
2255,140
2256,249
2257,162
2258,231
2259,48
2260,161
2261,132
2262,75
2263,236
2264,113
2265,141
2266,142
2267,239
2268,43
2269,158
2270,132
2271,141
2272,138
2273,141
2274,264
2275,68
2276,161
2277,193
2278,249
2279,170
2280,140
2281,211
2282,186
2283,161
2284,140
2285,246
2286,234
2287,100
2288,230
2289,238
2290,162
2291,249
2292,141
2293,68
2294,113
2295,79
2296,100
2297,42
2298,161
2299,138
2300,239
2301,25
2302,237
2303,113
2304,90
2305,186
2306,107
2307,234
2308,114
2309,230
2310,48
2311,236
2312,107
2313,170
2314,144
2315,170
2316,127
2317,48
2318,68
2319,230
2320,79
2321,231
2322,114
2323,87
2324,162
2325,143
2326,246
2327,234
2328,68
2329,43
2330,164
2331,168
2332,264
2333,68
2334,107
2335,100
2336,170
2337,90
2338,137
2339,229
2340,132
2341,163
2342,143
2343,142
2344,141
2345,161
2346,114
2347,144
2348,239
2349,48
2350,138
2351,264
2352,162
2353,140
2354,236
2355,68
2356,90
2357,163
2358,261
2359,138
2360,237
2361,41
2362,138
2363,87
2364,162
2365,237
2366,239
2367,262
2368,230
2369,186
2370,143
2371,141
2372,226
2373,164
2374,232
2375,68
2376,143
2377,229
2378,239
2379,88
2380,142
2381,48
2382,161
2383,148
2384,162
2385,151
2386,230
2387,162
2388,107
2389,79
2390,141
2391,143
2392,141
2393,41
2394,107
2395,246
2396,132
2397,138
2398,143
2399,237
2400,186
2401,88
2402,161
2403,230
2404,90
2405,140
2406,234
2407,143
2408,163
2409,142
2410,170
2411,79
2412,164
2413,142
2414,138
2415,238
2416,48
2417,231
2418,114
2419,74
2420,263
2421,161
2422,249
2423,249
2424,164
2425,212
2426,231
2427,107
2428,237
2429,237
2430,100
2431,263
2432,140
2433,263
2434,164
2435,141
2436,142
2437,238
2438,262
2439,163
2440,43
2441,161
2442,236
2443,142
2444,186
2445,237
2446,236
2447,48
2448,151
2449,236
2450,68
2451,74
2452,162
2453,238
2454,13
2455,236
2456,142
2457,186
2458,230
2459,163
2460,79
2461,234
2462,141
2463,144
2464,48
2465,230
2466,236
2467,161
2468,90
2469,236
2470,107
2471,265
2472,229
2473,229
2474,161
2475,263
2476,186
2477,229
2478,68
2479,140
2480,132
2481,231
2482,236
2483,230
2484,230
2485,230
2486,90
2487,148
2488,164
2489,170
2490,79
2491,163
2492,246
2493,170
2494,141
2495,231
2496,48
2497,230
2498,68
2499,236
2500,186
2501,186
2502,234
2503,43
2504,163
2505,114
2506,132
2507,233
2508,238
2509,42
2510,236
2511,107
2512,90
2513,132
2514,263
2515,107
2516,239
2517,90
2518,68
2519,224
2520,260
2521,132
2522,170
2523,143
2524,138
2525,148
2526,234
2527,239
2528,141
2529,236
2530,162
2531,239
2532,230
2533,246
2534,114
2535,249
2536,230
2537,162
2538,230
2539,163
2540,163
2541,246
2542,68
2543,162
2544,88
2545,162
2546,48
2547,164
2548,166
2549,141
2550,163
2551,7
2552,74
2553,249
2554,107
2555,79
2556,236
2557,237
2558,261
2559,238
2560,239
2561,237
2562,142
2563,229
2564,141
2565,262
2566,79
2567,239
2568,129
2569,75
2570,141
2571,41
2572,90
2573,138
2574,138
2575,141
2576,236
2577,249
2578,87
2579,162
2580,164
2581,237
2582,163
2583,230
2584,100
2585,140
2586,186
2587,75
2588,162
2589,48
2590,163
2591,238
2592,35
2593,140
2594,234
2595,236
2596,239
2597,163
2598,164
2599,264
2600,142
2601,237
2602,146
2603,237
2604,141
2605,230
2606,230
2607,142
2608,132
2609,13
2610,74
2611,161
2612,163
2613,237
2614,90
2615,239
2616,238
2617,148
2618,100
2619,238
2620,13
2621,237
2622,163
2623,113
2624,48
2625,140
2626,230
2627,263
2628,230
2629,141
2630,142
2631,144
2632,79
2633,141
2634,238
2635,141
2636,236
2637,186
2638,161
2639,163
2640,100
2641,132
2642,238
2643,230
2644,151
2645,162
2646,170
2647,230
2648,90
2649,113
2650,90
2651,79
2652,74
2653,231
2654,142
2655,236
2656,161
2657,236
2658,163
2659,229
2660,230
2661,43
2662,237
2663,132
2664,79
2665,50
2666,162
2667,142
2668,144
2669,234
2670,239
2671,164
2672,158
2673,43
2674,144
2675,163
2676,236
2677,249
2678,163
2679,100
2680,148
2681,143
2682,237
2683,43
2684,144
2685,263
2686,162
2687,238
2688,238
2689,75
2690,68
2691,263
2692,163
2693,164
2694,132
2695,148
2696,138
2697,41
2698,263
2699,132
2700,233
2701,132
2702,48
2703,186
2704,211
2705,163
2706,226
2707,100
2708,186
2709,48
2710,132
2711,239
2712,263
2713,158
2714,230
2715,161
2716,68
2717,263
2718,68
2719,186
2720,236
2721,239
2722,249
2723,230
2724,113
2725,48
2726,170
2727,162
2728,50
2729,90
2730,239
2731,239
2732,239
2733,186
2734,161
2735,162
2736,229
2737,170
2738,166
2739,107
2740,162
2741,43
2742,45
2743,170
2744,261
2745,132
2746,263
2747,236
2748,237
2749,163
2750,164
2751,186
2752,43
2753,230
2754,236
2755,132
2756,162
2757,68
2758,100
2759,107
2760,234
2761,79
2762,113
2763,234
2764,138
2765,24
2766,163
2767,233
2768,140
2769,164
2770,239
2771,161
2772,229
2773,132
2774,143
2775,140
2776,237
2777,137
2778,237
2779,148
2780,264
2781,162
2782,170
2783,264
2784,230
2785,163
2786,170
2787,142
2788,170
2789,90
2790,125
2791,143
2792,148
2793,239
2794,231
2795,48
2796,79
2797,90
2798,132
2799,87
2800,13
2801,100
2802,238
2803,238
2804,144
2805,79
2806,209
2807,237
2808,141
2809,237
2810,249
2811,138
2812,186
2813,107
2814,68
2815,249
2816,125
2817,230
2818,164
2819,7
2820,113
2821,162
2822,162
2823,137
2824,113
2825,107
2826,33
2827,143
2828,79
2829,162
2830,161
2831,143
2832,246
2833,230
2834,132
2835,170
2836,100
2837,144
2838,237
2839,161
2840,41
2841,50
2842,234
2843,107
2844,230
2845,236
2846,230
2847,236
2848,170
2849,237
2850,164
2851,162
2852,48
2853,148
2854,237
2855,24
2856,141
2857,162
2858,42
2859,164
2860,209
2861,144
2862,50
2863,107
2864,230
2865,161
2866,138
2867,87
2868,75
2869,132
2870,107
2871,161
2872,197
2873,143
2874,138
2875,65
2876,186
2877,107
2878,138
2879,143
2880,181
2881,161
2882,186
2883,236
2884,25
2885,262
2886,48
2887,107
2888,237
2889,230
2890,264
2891,186
2892,68
2893,48
2894,75
2895,236
2896,234
2897,141
2898,41
2899,41
2900,151
2901,142
2902,246
2903,249
2904,75
2905,68
2906,237
2907,230
2908,90
2909,261
2910,141
2911,138
2912,263
2913,138
2914,132
2915,79
2916,162
2917,79
2918,161
2919,132
2920,186
2921,65
2922,163
2923,162
2924,229
2925,236
2926,137
2927,234
2928,143
2929,50
2930,186
2931,114
2932,79
2933,229
2934,236
2935,132
2936,113
2937,113
2938,170
2939,74
2940,230
2941,236
2942,164
2943,236
2944,158
2945,34
2946,262
2947,90
2948,234
2949,186
2950,246
2951,68
2952,262
2953,230
2954,237
2955,107
2956,161
2957,90
2958,43
2959,41
2960,186
2961,230
2962,236
2963,137
2964,236
2965,113
2966,186
2967,146
2968,236
2969,142
2970,162
2971,163
2972,238
2973,161
2974,143
2975,161
2976,230
2977,137
2978,234
2979,113
2980,229
2981,264
2982,140
2983,230
2984,249
2985,48
2986,151
2987,113
2988,233
2989,161
2990,43
2991,230
2992,230
2993,234
2994,238
